ƒ,Entrada,Subentrada,Tipo,Acepción,Marcas,Definiciones,Clase gramatical,Primera división,Nodo básico,Nodo LexiMus,Nodo intermedio,Último nodo,,Última referencia atestiguada/Primera referencia lexicográfica académica,
757,huapango,huapango,m.,2,Méx.,Música y canto que acompañan el huapango.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades banalizadas,,,
,huapango,huapango,m.,1,Méx.,"Baile cadencioso que se ejecuta taconeando, a veces sobre una tarima de madera.",Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades coreografiadas,,,
758,"huapanguero, ra","huapanguero, ra",adj.,1,Méx.,"Dicho de una persona: Que toca, canta o baila el huapango. U. t. c. s.",Adjetivo/Sustantivo,Música,Modificadores/actividad,Conceptos/participantes,∅/[agentes] no productores,cualidades creadores e intérpretes/creadores e intérpretes,,,
,huehuenche,huehuenche,m.,1,Méx.,Hombre mayor que dirige las danzas en las fiestas de unpueblo.,Sustantivo,Baile/Danza,Actividad,Participantes,[agentes] y [experimentadores],intérpretes,,,
,huella,huella,f.,9,Arg. y Ur. ,"Baile campero de pareja suelta y paso suave y cadencioso, cuyas coplas en seguidilla se acompañan con guitarra.",Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades no coreografiadas,,,
759,impostación,impostación,f.,1,Mús.,Acción y efecto de impostar.,Sustantivo,Música,Actividad,Conceptos,[resultados],resultados,,,
760,impostar,impostar,tr.,1,Mús.,Fijar la voz en las cuerdas vocales para emitir el sonido en su plenitud sin vacilación ni temblor.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,,
761,impresionismo,impresionismo,m.,2,,Estilo literario o musical que pretende expresar las impresiones subjetivas que una determinada experiencia provoca en el artista.,Sustantivo,Música,Producto,Conceptos,∅,estilos,,,
762,impromptu,impromptu,m.,1,Mús.,"Composición que improvisa el ejecutante y, por ext., la que se compone sin plan preconcebido.",Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,improperio,improperio,m. pl.,2,Rel.,"Versículos que se cantan en el oficio del Viernes Santo, durante la adoración de la cruz.",Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,incantable,incantable,adj.,1,,Que no se puede cantar.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades polivalentes,,,
,infantillo,infantillo,m.,1,Mur.,"Cada uno de los niños que, como los seises, cantan en el coro de la catedral.",Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],participantes marcados funcionalmente,,"1987, España [Vicent, Manuel: Balada de Caín]",
763,instrumental,instrumental,adj.,3,,Dicho de música: Compuesta solo para instrumentos. Música instrumental. U. t. c. s. m. Inicia su concierto con un instrumental.,Adjetivo/Sustantivo,Música,Modificadores/producto,Conceptos,∅/Continentes,cualidades unidades/unidades,,,
764,instrumentar,instrumentar,tr.,1,,Preparar las partituras de una composición musical para cada uno de los instrumentos que la ejecutan.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,,
,instrumentista,instrumentista,m. y f. ,2,,"Fabricante de instrumentos musicales, quirúrgicos, etc.",Sustantivo,Música,Actividad,Participantes,[agentes] no productores,constructores,,,
765,instrumentista,instrumentista,m. y f.,1,,Persona que toca un instrumento.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
,instrumento,instrumento,m.,3,,instrumento musical,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,familias organológicas,,,
,instrumento,instrumento de cuerda,m.,1,Mús.,instrumento que lleva cuerdas de tripa o de metal.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,familias organológicas,,,
,instrumento,instrumento de percusión,m.,1,Mús.,"instrumento que se hace sonar golpeándolo, generalmente con badajos, baquetas o varillas.
instrumento que se hace sonar golpeándolo, generalmente con badajos, baquetas o varillas.
instrumento que se hace sonar golpeándolo, generalmente con badajos, baquetas o varillas.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,familias organológicas,,,
,instrumento,instrumento de viento,m.,1,Mús.,instrumento que se hace sonar impeliendo aire dentro de él.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,familias organológicas,,,
,instrumento,instrumento musical,m.,1,,Objeto compuesto de una o varias piezas dispuestas de modo que sirva para producir sonidos musicales.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,familias organológicas,,,
,instrumento,instrumento neumático,m.,1,Mús.,instrumento de viento.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,familias organológicas,,,
766,interludio,interludio,m.,1,Mús.,"Breve composición que ejecutaban los organistas entre las estrofas de una coral, y modernamente se ejecuta a modo de intermedio en la música instrumental.",Sustantivo,Música,Producto,Conceptos,Continentes,segmentos/unidades,,,
767,"intermedio, dia","intermedio, dia",m.,4,,"Baile, música, sainete, etc., que se ejecutaba en el intermedio de una comedia o de otra obra de teatro.",Sustantivo,Música,Producto,Conceptos,Continentes,segmentos/unidades,,,
,interpretar,interpretar,tr.,7,,Ejecutar un baile con propósito artístico y siguiendo pautas coreográficas.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical,,,
768,interpretar,interpretar,tr.,6,,Ejecutar una pieza musical mediante canto o instrumentos.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical,,,
769,intervalo,intervalo,m.,3,Mús.,Diferencia de tono entre los sonidos de dos notas musicales.,Sustantivo,Música,Producto,Sonido,∅,dimensión espacial,,,
770,introducción,introducción,f.,5,Mús.,"Parte inicial, generalmente breve, de una obra instrumental o de cualquiera de sus tiempos.",Sustantivo,Música,Producto,Conceptos,Continentes,segmentos,,,
771,introducción,introducción,f.,6,Mús.,Pieza musical que precede a ciertas obras teatrales.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
772,inversión,inversión,f.,4,Mús.,"Colocación de las notas de un acorde en posición distinta de la normal, o modificación de una frase o motivo de manera que los intervalos se sigan en dirección contraria a la primitiva.",Sustantivo,Música,Producto,Conceptos,Dimensión espacial,acordes (disposiciones),,,
,invitatorio,invitatorio,m.,1,,"Salmo 94, que se canta o recita al principio de los maitines, dividido en varias partes, entre las cuales se repite, total o parcialmente, un versículo que invita a alabar a Dios.",Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
773,isa,isa,f.,1,,"Canto y baile típicos de las islas Canarias, en España.",Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
774,isocronía,isocronía,f.,1,Métr. y Mús.,Cualidad de isócrono.,Sustantivo,Música,Producto,Sonido,Dimensión temporal,células rítmicas,,,
775,"isócrono, na","isócrono, na",adj.,2,Métr. y Mús.,Dicho de dos o más movimientos o unidades rítmicas: Que tienen igual duración.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades dimensión temporal,,,
776,jabeba,jabeba,f.,1,,Flauta morisca.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
777,jabega,jabega,f.,1,,Flauta morisca.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
778,jabera,jabera,f.,1,,"Palo flamenco en compás de tres por ocho, que se compone de una introducción instrumental parecida a la malagueña, y de una copla.",Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
779,jácara,jácara,f.,2,,Cierta música para cantar o bailar.,Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
,jácara,jácara,f.,3,,"Especie de danza, formada al tañido o son propio de la jácara.",Sustantivo,Música,Producto,Conceptos,Continentes,unidades coreografiadas,,,
,"jacarandino, na","jacarandino, na","adj,",1,germ.,Perteneciente o relativo a la jacarandina.,Adjetivo,Baile/Danza,Modificadores,Conceptos,∅,cualidades polivalentes,,,
780,"jacarandino, na","jacarandino, na",f.,3,germ.,jácara (‖ música para cantar y bailar).,Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
781,"jacarandino, na","jacarandino, na",f.,4,germ.,Modo particular de cantar los jaques la jacarandina (‖ jácara).,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,DRAE 1817,
782,jacarear,jacarear,intr.,1,,Cantar jácaras.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,"1640-1644, España [Calderón de la Barca, Pedro: El alcalde de Zalamea]",
783,"jacarero, ra","jacarero, ra",m. y f.,1,,Persona que anda por las calles cantando jácaras.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],participantes marcados funcionalmente,,,
,jalear,jalear,tr.,1,,"Animar con palmadas, ademanes y expresiones a los que bailan, cantan, etc. U. t. c. prnl.",Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,,
784,jaleo,jaleo,m.,3,,Tonada y coplas del jaleo.,Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
,jaleo,jaleo,m.,2,,Cierto baile popular andaluz.,Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades no coreografiadas,,,
,jarabe,jarabe,m.,3,Méx.,"Danza popular en pareja, influida por bailes españolescomo la jota.",Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades no coreografiadas,,,
,jarabe,jarabe tapatío,m.,1,Méx.,"Baile de parejas sueltas, con paso y compás dezapateado.",Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades no coreografiadas,,,
785,jarana,jarana,f.,6,Méx.,Instrumento de cuerda parecido a una guitarra pequeña.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,cordófonos,,,
,jarcha,jarcha,f.,1,T. lit.,Canción tradicional en mozárabe o en árabe coloquial con que cerraban las moaxajas los poetas andalusíes árabes o hebreos.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,javera,javera,f.,1,,"Palo flamenco en compás de tres por ocho, que se compone de una introducción instrumental parecida a la malagueña, y de una copla.",Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
787,jazz,jazz,m.,2,,Orquesta especializada en la ejecución de música de jazz.,Sustantivo,Música,Actividad,Participantes,[agentes] productores,colectivos,,,
786,jazz,jazz,m.,1,,Género de música derivado de ritmos y melodías afronorteamericanos.,Sustantivo,Música,Producto,Conceptos,∅,estilos,,,
788,jazzista,jazzista,m. y f.,1,,Intérprete de jazz.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],participantes marcados funcionalmente,,,
,"jazzístico, ca","jazzístico, ca",adj.,1,,Perteneciente o relativo al jazz. Cadencia jazzística.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades polivalentes,,,
789,jipiar,jipiar,intr.,2,,Cantar con voz semejante a un gemido.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,DRAE 1970 (Suplemento),
,jipido,jipido,m.,1,,Acción y efecto de jipiar.,Sustantivo,Música,Actividad,Conceptos,[resultados],resultados,,"1961, España [Grosso, Alfonso: La zanja]",
790,jipío,jipío,m.,2,,"Grito, quejido, lamento, etc., que se introduce en el cante flamenco.",Sustantivo,Música,Producto,Técnica y Expresión,Dimensión espaciotemporal,ornamentos melódicos,,,
,joglar,joglar,m.,1,desus.,juglar.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],intérpretes,,,
,jondo,jondo,,,,cante jondo,,Música,Producto,Conceptos,∅,estilos,,,
,jorco,jorco,m.,1,Ext.,Fiesta o baile algo libre que se usa entre el pueblo.,Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades no coreografiadas,,,
,joropear,joropear,intr.,1,Col. y Ven.,Bailar el joropo.,Verbo,Baile/Danza,Actividad,Conceptos,[evento],¿verbos de baile y danza? (Diana),,,
791,joropo,joropo,m.,1,,"Música y danza popular venezolanas, de zapateo y diversas figuras, que se ha extendido a los países vecinos.",Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
793,jota2,jota2,f.,3,,Copla que se canta con la jota y que está formada generalmente de cuatro versos octosílabos.,Sustantivo,Música,Producto,Conceptos,Continentes,elemento textual,,,
792,jota2,jota2,f.,2,,Música con que se acompaña una jota.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades banalizadas,,,
,jota2,jota de picadillo,f.,1,,"jota en la que dos cantantes o un grupo de cantantes enfrentados, generalmente hombres frente a mujeres, cantan por turno atacando y replicando, en tono jocoso, al adversario.",Sustantivo,Música,Producto,Conceptos,Continentes,formas/unidades,,,
,jota2,jota2,f.,1,,"Baile popular propio de Aragón, usado también en otras regiones de España.",Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades coreografiadas,,,
794,"jotero, ra","jotero, ra",m. y f.,1,,"Persona que canta, baila o compone jotas2.",Sustantivo,Música,Actividad,Participantes,[agentes] productores,creadores e intérpretes,,,
,juerga,juerga flamenca,f.,1,,"En Andalucía, reunión bulliciosa en la que se canta, se bebe y se baila flamenco.",Sustantivo,Música,Actividad,Conceptos,[resultados],resultados,,,
,"juglar, resa","juglar, resa",m. y f. ,2,,"Trovador, poeta.",Sustantivo,Música,Actividad,Participantes,[agentes] productores,creadores e intérpretes,,,
,"juglar, resa","juglar, resa",m. y f. ,1,,"En la Edad Media, persona que iba de unos lugares a otros y recitaba, cantaba o bailaba o hacía juegos ante el pueblo o ante los nobles y los reyes.",Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],intérpretes,,,
,juglara,juglara,f.,1,,juglaresa.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],intérpretes,,,
,juglara,juglara,adj.,2,desus.,juglar.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades intérpretes,,,
,juglarería,juglarería,f.,1,desus.,juglaría.,Sustantivo,Música,Actividad,Conceptos,[resultados],resultados,,DRAE 1925,
,juglaresa,juglaresa,m. y f.,1,,"En la Edad Media, persona que iba de unos lugares a otrosy recitaba, cantaba o bailaba o hacía juegos ante el pueblo o ante losnobles y los reyes.",Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades no coreografiadas,,,
,"juglaresco, ca","juglaresco, ca",adj.,2,,Propio del juglar.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades polivalentes,,,
,"juglaresco, ca","juglaresco, ca",adj.,1,,Perteneciente o relativo al juglar.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades polivalentes,,,
,juglaría,juglaría,f.,1,,Arte de los juglares.,Sustantivo,Música,Actividad,Conceptos,[resultados],resultados,,,
795,juguete,juguete,m.,4,,"Composición musical o pieza teatral breve y ligera. Juguete cómico, dramático.",Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,kabuki,kabuki,adj.,2,,Perteneciente o relativo al kabuki.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades polivalentes,,,
,kabuki,kabuki,m.,1,,"Género teatral japonés que combina actuación, declamación y música, en el que los papeles femeninos son representados por hombres.",Sustantivo,Música,Producto,Conceptos,Géneros/continentes,géneros/unidades,,,
,karaoke,karaoke,m.,2,,"Equipo técnico compuesto por amplificador de sonido, micrófono, etc., que se usa para el karaoke.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,recursos materiales,,,
797,karaoke,karaoke,m.,3,,Local público con instalaciones para el karaoke.,Sustantivo,Música,Actividad,Objetos,[localizaciones],espacios,,,
796,karaoke,karaoke,m.,1,,"Diversión consistente en interpretar una canción sobre un fondo musical grabado, mientras se sigue la letra que aparece en una pantalla.",Sustantivo,Música,Actividad,Conceptos,[resultados],resultados,,,
,kermés,kermés,f.,2,,Lugar donde se celebra una kermés.,Sustantivo,Baile/Danza,Actividad,Objetos,[localizaciones],espacios,,,
,kermés,kermés,f.,1,,"Fiesta popular, al aire libre, con bailes, rifas, concursos, etc.",Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades no coreografiadas,,,
,kirieleisón,kirieleisón,m.,2,coloq.,Canto de los entierros y oficios de difuntos.,Sustantivo,Música,Producto,Conceptos,Continentes,formas (connotaciones diastráticas o diafásicas),,"1983, España [Arrabal, Fernando: La torre herida por el rayo]",
